Transaction-ID,Date,Location,Product_Category,Sales_Channel,Units_Sold,Unit_Price_USD,Discount_Applied_Pct,Total_Revenue_USD
TRX-13605,2025-08-27 02:42:49.553295,Seoul,Smartphones,Retail Store,3,957.33,0,2871.99
TRX-14773,2025-08-27 02:42:49.553295,Seoul,Laptops,Retail Store,6,1352.88,15,6899.69
TRX-10382,2025-08-27 02:42:49.553295,Incheon,Accessories,Online,8,594.08,15,4039.74
TRX-14014,2025-08-27 02:42:49.553295,Daegu,Wearables,Retail Store,2,1457.42,5,2769.1
TRX-10657,2025-08-27 02:42:49.553295,Daegu,Laptops,Online,6,1565.77,0,9394.62
TRX-11881,2025-08-27 02:42:49.553295,Seoul,Wearables,Retail Store,4,612.87,0,2451.48
TRX-12539,2025-08-27 02:42:49.553295,Busan,Wearables,Online,4,581.27,0,2325.08
TRX-10659,2025-08-27 02:42:49.553295,Incheon,Tablets,Retail Store,5,1339.62,10,6028.29
TRX-12757,2025-08-27 02:42:49.553295,Seoul,Tablets,Retail Store,4,1861.14,10,6700.1
TRX-10639,2025-08-27 02:42:49.553295,Busan,Wearables,Retail Store,4,988.93,0,3955.72
TRX-10978,2025-08-27 02:42:49.553295,Seoul,Laptops,Authorized Reseller,4,1151.8,0,4607.2
TRX-11362,2025-08-27 02:42:49.553295,Seoul,Laptops,Online,6,1397.21,0,8383.26
TRX-14040,2025-08-27 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,3,158.37,10,427.6
TRX-13488,2025-08-27 02:42:49.553295,Daejeon,Laptops,Online,2,1597.71,20,2556.34
TRX-13761,2025-08-27 02:42:49.553295,Daejeon,Tablets,Authorized Reseller,1,1473.68,10,1326.31
TRX-12411,2025-08-27 02:42:49.553295,Seoul,Laptops,Authorized Reseller,5,682.24,0,3411.2
TRX-14674,2025-08-27 02:42:49.553295,Seoul,Laptops,Authorized Reseller,4,1523.61,5,5789.72
TRX-12194,2025-08-27 02:42:49.553295,Seoul,Tablets,Retail Store,8,1226.47,0,9811.76
TRX-10757,2025-08-27 02:42:49.553295,Seoul,Wearables,Online,4,692.02,0,2768.08
TRX-13124,2025-08-27 02:42:49.553295,Seoul,Wearables,Authorized Reseller,2,1083.04,10,1949.47
TRX-13291,2025-08-28 02:42:49.553295,Daegu,Smartphones,Authorized Reseller,9,1609.94,0,14489.46
TRX-11767,2025-08-28 02:42:49.553295,Seoul,Wearables,Retail Store,7,774.69,5,5151.69
TRX-11835,2025-08-28 02:42:49.553295,Seoul,Accessories,Authorized Reseller,4,1569.65,0,6278.6
TRX-12825,2025-08-28 02:42:49.553295,Incheon,Smartphones,Retail Store,1,142.32,0,142.32
TRX-12614,2025-08-28 02:42:49.553295,Busan,Laptops,Retail Store,3,1884.13,5,5369.77
TRX-14435,2025-08-28 02:42:49.553295,Daegu,Tablets,Authorized Reseller,3,959.88,0,2879.64
TRX-10359,2025-08-28 02:42:49.553295,Busan,Tablets,Authorized Reseller,9,793.41,20,5712.55
TRX-13903,2025-08-28 02:42:49.553295,Seoul,Laptops,Retail Store,8,1100.95,0,8807.6
TRX-10606,2025-08-28 02:42:49.553295,Seoul,Wearables,Authorized Reseller,1,664.29,0,664.29
TRX-13186,2025-08-28 02:42:49.553295,Incheon,Tablets,Authorized Reseller,3,1624.17,15,4141.63
TRX-13827,2025-08-29 02:42:49.553295,Busan,Tablets,Authorized Reseller,1,1869.29,15,1588.9
TRX-11993,2025-08-29 02:42:49.553295,Seoul,Wearables,Online,8,1864.37,0,14914.96
TRX-13717,2025-08-29 02:42:49.553295,Daejeon,Smartphones,Authorized Reseller,4,301.49,20,964.77
TRX-14210,2025-08-29 02:42:49.553295,Busan,Accessories,Retail Store,2,1985.23,5,3771.94
TRX-13819,2025-08-29 02:42:49.553295,Busan,Laptops,Authorized Reseller,4,361.86,0,1447.44
TRX-13523,2025-08-29 02:42:49.553295,Seoul,Wearables,Authorized Reseller,6,1397.71,10,7547.63
TRX-10035,2025-08-29 02:42:49.553295,Daegu,Wearables,Authorized Reseller,2,527.32,0,1054.64
TRX-11230,2025-08-29 02:42:49.553295,Busan,Tablets,Authorized Reseller,8,1503.59,0,12028.72
TRX-14590,2025-08-29 02:42:49.553295,Seoul,Wearables,Online,1,131.24,0,131.24
TRX-14595,2025-08-29 02:42:49.553295,Seoul,Accessories,Online,1,1724.48,0,1724.48
TRX-13895,2025-08-29 02:42:49.553295,Incheon,Tablets,Retail Store,2,907.14,0,1814.28
TRX-12053,2025-08-29 02:42:49.553295,Busan,Wearables,Online,7,978.38,0,6848.66
TRX-12229,2025-08-29 02:42:49.553295,Seoul,Wearables,Retail Store,4,796.31,0,3185.24
TRX-11732,2025-08-29 02:42:49.553295,Seoul,Wearables,Authorized Reseller,9,1021.62,10,8275.12
TRX-13296,2025-08-29 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,4,1511.94,0,6047.76
TRX-11708,2025-08-29 02:42:49.553295,Busan,Smartphones,Retail Store,1,365.68,15,310.83
TRX-11610,2025-08-30 02:42:49.553295,Busan,Laptops,Retail Store,2,1009.67,5,1918.37
TRX-10306,2025-08-30 02:42:49.553295,Busan,Laptops,Authorized Reseller,1,1351.22,5,1283.66
TRX-13052,2025-08-30 02:42:49.553295,Busan,Tablets,Online,1,1419.83,0,1419.83
TRX-13394,2025-08-30 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,8,1496.61,20,9578.3
TRX-12086,2025-08-30 02:42:49.553295,Seoul,Smartphones,Online,3,1311.48,10,3541.0
TRX-12991,2025-08-30 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,2,811.24,0,1622.48
TRX-14384,2025-08-30 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,1110.53,0,8884.24
TRX-10371,2025-08-30 02:42:49.553295,Busan,Accessories,Authorized Reseller,5,71.45,0,357.25
TRX-11606,2025-08-30 02:42:49.553295,Busan,Accessories,Retail Store,3,1155.17,0,3465.51
TRX-14817,2025-08-30 02:42:49.553295,Seoul,Accessories,Online,2,1901.79,20,3042.86
TRX-11464,2025-08-30 02:42:49.553295,Daegu,Wearables,Retail Store,7,430.3,15,2560.28
TRX-14802,2025-08-30 02:42:49.553295,Daejeon,Laptops,Online,7,790.02,15,4700.62
TRX-10543,2025-08-31 02:42:49.553295,Seoul,Wearables,Online,8,800.58,0,6404.64
TRX-14528,2025-08-31 02:42:49.553295,Daejeon,Wearables,Online,3,1057.52,0,3172.56
TRX-13707,2025-08-31 02:42:49.553295,Daejeon,Laptops,Online,4,1202.29,0,4809.16
TRX-11566,2025-08-31 02:42:49.553295,Busan,Smartphones,Authorized Reseller,2,586.26,5,1113.89
TRX-10727,2025-08-31 02:42:49.553295,Daegu,Smartphones,Retail Store,2,1271.41,0,2542.82
TRX-11517,2025-08-31 02:42:49.553295,Daegu,Accessories,Retail Store,4,747.5,0,2990.0
TRX-10567,2025-08-31 02:42:49.553295,Busan,Wearables,Authorized Reseller,7,1058.89,10,6671.01
TRX-11205,2025-08-31 02:42:49.553295,Busan,Smartphones,Authorized Reseller,5,1965.39,10,8844.26
TRX-13295,2025-08-31 02:42:49.553295,Busan,Wearables,Retail Store,5,781.46,0,3907.3
TRX-13236,2025-08-31 02:42:49.553295,Seoul,Tablets,Online,8,676.57,5,5141.93
TRX-12901,2025-08-31 02:42:49.553295,Busan,Laptops,Authorized Reseller,4,324.94,0,1299.76
TRX-10736,2025-08-31 02:42:49.553295,Busan,Laptops,Retail Store,9,76.01,15,581.48
TRX-14315,2025-08-31 02:42:49.553295,Seoul,Accessories,Authorized Reseller,3,1870.5,0,5611.5
TRX-11917,2025-08-31 02:42:49.553295,Seoul,Wearables,Online,4,1390.71,0,5562.84
TRX-11195,2025-08-31 02:42:49.553295,Seoul,Accessories,Authorized Reseller,4,250.45,0,1001.8
TRX-11852,2025-09-01 02:42:49.553295,Busan,Accessories,Online,4,499.47,15,1698.2
TRX-12886,2025-09-01 02:42:49.553295,Daejeon,Tablets,Online,6,973.01,0,5838.06
TRX-11248,2025-09-01 02:42:49.553295,Busan,Tablets,Online,6,278.07,0,1668.42
TRX-13657,2025-09-01 02:42:49.553295,Busan,Smartphones,Authorized Reseller,4,99.73,10,359.03
TRX-12436,2025-09-01 02:42:49.553295,Incheon,Accessories,Retail Store,3,1872.85,15,4775.77
TRX-12035,2025-09-01 02:42:49.553295,Daejeon,Accessories,Online,6,1036.3,5,5906.91
TRX-11002,2025-09-01 02:42:49.553295,Busan,Smartphones,Retail Store,9,354.23,0,3188.07
TRX-11572,2025-09-01 02:42:49.553295,Seoul,Accessories,Online,6,1852.78,0,11116.68
TRX-14801,2025-09-01 02:42:49.553295,Busan,Smartphones,Authorized Reseller,3,649.93,0,1949.79
TRX-10695,2025-09-01 02:42:49.553295,Seoul,Tablets,Retail Store,3,1776.17,0,5328.51
TRX-14759,2025-09-01 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,6,526.77,10,2844.56
TRX-12960,2025-09-01 02:42:49.553295,Daejeon,Accessories,Online,2,263.94,10,475.09
TRX-10505,2025-09-01 02:42:49.553295,Busan,Tablets,Retail Store,1,888.79,5,844.35
TRX-12861,2025-09-01 02:42:49.553295,Seoul,Laptops,Authorized Reseller,8,1165.47,0,9323.76
TRX-14390,2025-09-01 02:42:49.553295,Daejeon,Tablets,Authorized Reseller,3,629.86,0,1889.58
TRX-12461,2025-09-01 02:42:49.553295,Incheon,Wearables,Authorized Reseller,2,430.78,20,689.25
TRX-13519,2025-09-02 02:42:49.553295,Busan,Accessories,Authorized Reseller,5,608.78,0,3043.9
TRX-14132,2025-09-02 02:42:49.553295,Busan,Wearables,Authorized Reseller,9,1635.77,0,14721.93
TRX-11075,2025-09-02 02:42:49.553295,Seoul,Wearables,Authorized Reseller,4,423.11,0,1692.44
TRX-10137,2025-09-02 02:42:49.553295,Seoul,Tablets,Retail Store,9,1754.1,0,15786.9
TRX-10508,2025-09-02 02:42:49.553295,Busan,Wearables,Retail Store,2,768.3,5,1459.77
TRX-13711,2025-09-02 02:42:49.553295,Seoul,Laptops,Online,2,885.92,15,1506.06
TRX-14258,2025-09-02 02:42:49.553295,Busan,Tablets,Authorized Reseller,8,154.52,15,1050.74
TRX-12018,2025-09-02 02:42:49.553295,Daejeon,Accessories,Online,2,427.18,15,726.21
TRX-13200,2025-09-02 02:42:49.553295,Seoul,Accessories,Retail Store,9,596.57,0,5369.13
TRX-14441,2025-09-02 02:42:49.553295,Seoul,Laptops,Authorized Reseller,3,1272.63,0,3817.89
TRX-11187,2025-09-02 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,3,1362.7,10,3679.29
TRX-11059,2025-09-02 02:42:49.553295,Seoul,Tablets,Retail Store,8,1191.62,5,9056.31
TRX-14954,2025-09-02 02:42:49.553295,Seoul,Laptops,Authorized Reseller,8,213.13,20,1364.03
TRX-11808,2025-09-02 02:42:49.553295,Seoul,Wearables,Retail Store,7,1813.35,10,11424.1
TRX-10935,2025-09-03 02:42:49.553295,Daegu,Smartphones,Online,7,1829.79,0,12808.53
TRX-11191,2025-09-03 02:42:49.553295,Seoul,Tablets,Retail Store,5,1267.18,0,6335.9
TRX-10194,2025-09-03 02:42:49.553295,Seoul,Tablets,Authorized Reseller,9,159.42,5,1363.04
TRX-12357,2025-09-03 02:42:49.553295,Busan,Laptops,Authorized Reseller,1,224.02,0,224.02
TRX-10489,2025-09-03 02:42:49.553295,Daegu,Tablets,Retail Store,2,974.73,0,1949.46
TRX-10405,2025-09-03 02:42:49.553295,Busan,Smartphones,Authorized Reseller,8,842.03,5,6399.43
TRX-10879,2025-09-03 02:42:49.553295,Busan,Tablets,Authorized Reseller,1,1982.45,0,1982.45
TRX-13044,2025-09-03 02:42:49.553295,Seoul,Tablets,Retail Store,7,1488.77,10,9379.25
TRX-10341,2025-09-04 02:42:49.553295,Busan,Wearables,Online,3,1054.87,10,2848.15
TRX-14043,2025-09-04 02:42:49.553295,Incheon,Wearables,Online,3,152.34,0,457.02
TRX-12488,2025-09-04 02:42:49.553295,Daegu,Tablets,Online,2,1320.52,0,2641.04
TRX-13824,2025-09-04 02:42:49.553295,Seoul,Tablets,Online,5,1696.75,0,8483.75
TRX-12022,2025-09-04 02:42:49.553295,Seoul,Laptops,Authorized Reseller,5,335.73,5,1594.72
TRX-10587,2025-09-04 02:42:49.553295,Busan,Smartphones,Authorized Reseller,6,1807.32,5,10301.72
TRX-11771,2025-09-04 02:42:49.553295,Busan,Smartphones,Retail Store,9,1134.8,0,10213.2
TRX-14653,2025-09-04 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,3,612.11,5,1744.51
TRX-14115,2025-09-04 02:42:49.553295,Busan,Smartphones,Online,5,1142.65,0,5713.25
TRX-11644,2025-09-04 02:42:49.553295,Busan,Laptops,Retail Store,6,604.7,15,3083.97
TRX-13889,2025-09-04 02:42:49.553295,Busan,Accessories,Online,9,1480.07,5,12654.6
TRX-12594,2025-09-04 02:42:49.553295,Seoul,Wearables,Retail Store,6,213.05,5,1214.39
TRX-14949,2025-09-04 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,3,329.25,0,987.75
TRX-14107,2025-09-04 02:42:49.553295,Seoul,Tablets,Retail Store,9,1893.78,0,17044.02
TRX-11372,2025-09-04 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,6,623.77,5,3555.49
TRX-11162,2025-09-05 02:42:49.553295,Busan,Laptops,Online,7,1977.34,5,13149.31
TRX-14449,2025-09-05 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,5,118.56,5,563.16
TRX-14894,2025-09-05 02:42:49.553295,Seoul,Laptops,Online,2,1680.24,0,3360.48
TRX-12824,2025-09-05 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,4,762.43,0,3049.72
TRX-14287,2025-09-05 02:42:49.553295,Seoul,Tablets,Authorized Reseller,5,1550.04,15,6587.67
TRX-11188,2025-09-05 02:42:49.553295,Seoul,Accessories,Online,4,397.35,0,1589.4
TRX-14814,2025-09-05 02:42:49.553295,Busan,Wearables,Authorized Reseller,3,1010.28,10,2727.76
TRX-14688,2025-09-05 02:42:49.553295,Seoul,Tablets,Online,2,1997.07,10,3594.73
TRX-11274,2025-09-05 02:42:49.553295,Seoul,Smartphones,Retail Store,6,978.38,0,5870.28
TRX-12844,2025-09-05 02:42:49.553295,Daejeon,Accessories,Retail Store,9,687.84,0,6190.56
TRX-10631,2025-09-05 02:42:49.553295,Seoul,Accessories,Retail Store,3,707.48,5,2016.32
TRX-13806,2025-09-05 02:42:49.553295,Daejeon,Tablets,Retail Store,4,1607.05,0,6428.2
TRX-14886,2025-09-05 02:42:49.553295,Busan,Smartphones,Authorized Reseller,4,739.26,0,2957.04
TRX-12762,2025-09-06 02:42:49.553295,Seoul,Laptops,Authorized Reseller,9,1877.39,0,16896.51
TRX-13265,2025-09-06 02:42:49.553295,Busan,Accessories,Retail Store,4,1658.53,0,6634.12
TRX-12760,2025-09-06 02:42:49.553295,Daegu,Accessories,Online,9,1465.87,0,13192.83
TRX-11885,2025-09-06 02:42:49.553295,Seoul,Accessories,Online,4,1965.33,0,7861.32
TRX-11482,2025-09-06 02:42:49.553295,Seoul,Tablets,Authorized Reseller,7,402.61,0,2818.27
TRX-14840,2025-09-06 02:42:49.553295,Busan,Smartphones,Online,3,1870.95,10,5051.57
TRX-10825,2025-09-06 02:42:49.553295,Seoul,Smartphones,Online,6,282.1,15,1438.71
TRX-12497,2025-09-06 02:42:49.553295,Seoul,Tablets,Retail Store,8,482.25,0,3858.0
TRX-12474,2025-09-06 02:42:49.553295,Busan,Wearables,Online,6,251.88,5,1435.72
TRX-13509,2025-09-06 02:42:49.553295,Seoul,Accessories,Retail Store,4,1391.96,0,5567.84
TRX-14867,2025-09-06 02:42:49.553295,Daejeon,Laptops,Online,9,1994.82,20,14362.7
TRX-14212,2025-09-06 02:42:49.553295,Seoul,Accessories,Authorized Reseller,6,119.99,0,719.94
TRX-10553,2025-09-06 02:42:49.553295,Busan,Tablets,Authorized Reseller,3,1892.18,0,5676.54
TRX-13160,2025-09-06 02:42:49.553295,Busan,Smartphones,Authorized Reseller,9,1077.49,0,9697.41
TRX-12604,2025-09-06 02:42:49.553295,Busan,Laptops,Authorized Reseller,2,1687.98,0,3375.96
TRX-13647,2025-09-06 02:42:49.553295,Busan,Accessories,Authorized Reseller,7,1413.77,0,9896.39
TRX-10830,2025-09-07 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,857.41,0,6859.28
TRX-14920,2025-09-07 02:42:49.553295,Daejeon,Smartphones,Retail Store,8,1515.35,0,12122.8
TRX-13952,2025-09-07 02:42:49.553295,Busan,Accessories,Retail Store,1,136.56,0,136.56
TRX-12034,2025-09-07 02:42:49.553295,Daegu,Laptops,Retail Store,8,1513.98,0,12111.84
TRX-13622,2025-09-07 02:42:49.553295,Busan,Wearables,Online,4,281.78,20,901.7
TRX-10809,2025-09-07 02:42:49.553295,Daegu,Accessories,Retail Store,4,1291.71,15,4391.81
TRX-13495,2025-09-07 02:42:49.553295,Seoul,Wearables,Online,1,182.38,5,173.26
TRX-13562,2025-09-07 02:42:49.553295,Daegu,Tablets,Authorized Reseller,3,686.3,0,2058.9
TRX-12656,2025-09-07 02:42:49.553295,Incheon,Wearables,Retail Store,3,1491.07,15,3802.23
TRX-11102,2025-09-07 02:42:49.553295,Seoul,Laptops,Retail Store,7,1168.23,0,8177.61
TRX-10223,2025-09-07 02:42:49.553295,Seoul,Tablets,Online,3,1740.97,0,5222.91
TRX-12853,2025-09-07 02:42:49.553295,Incheon,Tablets,Online,4,390.53,5,1484.01
TRX-12031,2025-09-08 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,7,1370.98,10,8637.17
TRX-14475,2025-09-08 02:42:49.553295,Seoul,Laptops,Online,4,1664.29,10,5991.44
TRX-14666,2025-09-08 02:42:49.553295,Seoul,Laptops,Authorized Reseller,7,671.66,10,4231.46
TRX-14148,2025-09-08 02:42:49.553295,Busan,Tablets,Retail Store,3,1567.45,5,4467.23
TRX-10466,2025-09-08 02:42:49.553295,Busan,Smartphones,Authorized Reseller,4,1326.11,20,4243.55
TRX-11509,2025-09-08 02:42:49.553295,Incheon,Wearables,Online,9,658.66,15,5038.75
TRX-14474,2025-09-09 02:42:49.553295,Incheon,Laptops,Retail Store,2,750.64,5,1426.22
TRX-13822,2025-09-09 02:42:49.553295,Daejeon,Wearables,Online,7,1032.04,0,7224.28
TRX-11929,2025-09-09 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,6,515.32,0,3091.92
TRX-10396,2025-09-09 02:42:49.553295,Daejeon,Laptops,Authorized Reseller,5,838.42,5,3982.49
TRX-12671,2025-09-09 02:42:49.553295,Daejeon,Smartphones,Authorized Reseller,3,1718.59,0,5155.77
TRX-10693,2025-09-09 02:42:49.553295,Busan,Laptops,Retail Store,6,1273.5,0,7641.0
TRX-12735,2025-09-09 02:42:49.553295,Busan,Tablets,Retail Store,6,150.25,0,901.5
TRX-10589,2025-09-09 02:42:49.553295,Daejeon,Accessories,Authorized Reseller,6,1823.65,0,10941.9
TRX-11620,2025-09-09 02:42:49.553295,Incheon,Wearables,Authorized Reseller,6,1230.94,0,7385.64
TRX-13712,2025-09-09 02:42:49.553295,Incheon,Smartphones,Retail Store,4,706.07,10,2541.85
TRX-12707,2025-09-09 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,600.09,10,4320.65
TRX-14805,2025-09-10 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,9,1464.46,0,13180.14
TRX-10154,2025-09-10 02:42:49.553295,Seoul,Accessories,Authorized Reseller,1,627.09,5,595.74
TRX-14454,2025-09-10 02:42:49.553295,Incheon,Laptops,Online,3,1650.76,0,4952.28
TRX-10236,2025-09-10 02:42:49.553295,Busan,Laptops,Authorized Reseller,1,1692.86,0,1692.86
TRX-10565,2025-09-10 02:42:49.553295,Seoul,Accessories,Online,6,1986.47,15,10131.0
TRX-14833,2025-09-10 02:42:49.553295,Incheon,Wearables,Retail Store,6,1464.96,5,8350.27
TRX-11382,2025-09-10 02:42:49.553295,Seoul,Accessories,Retail Store,6,656.04,5,3739.43
TRX-10204,2025-09-10 02:42:49.553295,Incheon,Tablets,Retail Store,3,321.59,20,771.82
TRX-11530,2025-09-10 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,4,399.13,0,1596.52
TRX-13986,2025-09-10 02:42:49.553295,Seoul,Accessories,Authorized Reseller,3,1596.93,0,4790.79
TRX-13826,2025-09-10 02:42:49.553295,Incheon,Laptops,Online,8,1744.87,15,11865.12
TRX-13954,2025-09-10 02:42:49.553295,Busan,Wearables,Authorized Reseller,5,1196.95,0,5984.75
TRX-10892,2025-09-10 02:42:49.553295,Seoul,Accessories,Online,8,281.43,10,2026.3
TRX-14460,2025-09-11 02:42:49.553295,Seoul,Accessories,Online,8,757.96,15,5154.13
TRX-10089,2025-09-11 02:42:49.553295,Daegu,Accessories,Authorized Reseller,7,1478.48,5,9831.89
TRX-11679,2025-09-11 02:42:49.553295,Incheon,Wearables,Authorized Reseller,6,944.51,10,5100.35
TRX-13619,2025-09-11 02:42:49.553295,Daegu,Wearables,Online,2,1636.24,0,3272.48
TRX-11476,2025-09-11 02:42:49.553295,Seoul,Wearables,Retail Store,3,1750.21,0,5250.63
TRX-11649,2025-09-11 02:42:49.553295,Daejeon,Smartphones,Online,8,594.45,0,4755.6
TRX-14120,2025-09-11 02:42:49.553295,Incheon,Wearables,Retail Store,8,1626.79,0,13014.32
TRX-12828,2025-09-11 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,2,53.74,0,107.48
TRX-12722,2025-09-11 02:42:49.553295,Busan,Smartphones,Authorized Reseller,9,726.99,0,6542.91
TRX-14074,2025-09-11 02:42:49.553295,Seoul,Accessories,Online,4,1667.04,0,6668.16
TRX-13585,2025-09-11 02:42:49.553295,Busan,Accessories,Authorized Reseller,2,1902.7,10,3424.86
TRX-13899,2025-09-11 02:42:49.553295,Seoul,Accessories,Authorized Reseller,1,1177.26,0,1177.26
TRX-10032,2025-09-11 02:42:49.553295,Busan,Smartphones,Retail Store,1,1336.26,0,1336.26
TRX-11287,2025-09-11 02:42:49.553295,Seoul,Laptops,Retail Store,1,597.09,0,597.09
TRX-12493,2025-09-11 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,1,1164.46,0,1164.46
TRX-11867,2025-09-11 02:42:49.553295,Daejeon,Laptops,Online,5,704.75,5,3347.56
TRX-13811,2025-09-11 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,1,221.83,10,199.65
TRX-13604,2025-09-11 02:42:49.553295,Incheon,Smartphones,Retail Store,8,1785.63,0,14285.04
TRX-12257,2025-09-11 02:42:49.553295,Incheon,Smartphones,Authorized Reseller,4,1604.79,0,6419.16
TRX-12743,2025-09-11 02:42:49.553295,Seoul,Smartphones,Authorized Reseller,6,1114.37,0,6686.22
TRX-13358,2025-09-11 02:42:49.553295,Daejeon,Tablets,Retail Store,3,783.41,0,2350.23
TRX-10344,2025-09-11 02:42:49.553295,Busan,Laptops,Online,2,1994.85,15,3391.24
TRX-12654,2025-09-12 02:42:49.553295,Seoul,Accessories,Retail Store,6,1431.47,5,8159.38
TRX-11210,2025-09-12 02:42:49.553295,Seoul,Tablets,Authorized Reseller,3,480.62,5,1369.77
TRX-14100,2025-09-12 02:42:49.553295,Incheon,Tablets,Online,6,83.86,10,452.84
TRX-14228,2025-09-12 02:42:49.553295,Seoul,Tablets,Retail Store,6,711.33,0,4267.98
TRX-10456,2025-09-12 02:42:49.553295,Seoul,Laptops,Online,4,716.4,0,2865.6
TRX-13543,2025-09-12 02:42:49.553295,Busan,Accessories,Authorized Reseller,4,1035.94,0,4143.76
TRX-14883,2025-09-12 02:42:49.553295,Busan,Laptops,Online,4,540.81,15,1838.75
TRX-13025,2025-09-12 02:42:49.553295,Daejeon,Accessories,Retail Store,5,1001.66,0,5008.3
TRX-10005,2025-09-12 02:42:49.553295,Seoul,Accessories,Retail Store,4,751.8,0,3007.2
TRX-13238,2025-09-12 02:42:49.553295,Busan,Tablets,Online,4,1484.87,0,5939.48
TRX-10650,2025-09-13 02:42:49.553295,Seoul,Accessories,Authorized Reseller,1,747.02,0,747.02
TRX-10398,2025-09-13 02:42:49.553295,Busan,Smartphones,Retail Store,2,405.58,10,730.04
TRX-10549,2025-09-13 02:42:49.553295,Incheon,Tablets,Retail Store,4,817.35,0,3269.4
TRX-13106,2025-09-13 02:42:49.553295,Incheon,Wearables,Online,3,1943.46,0,5830.38
TRX-10079,2025-09-13 02:42:49.553295,Incheon,Accessories,Online,3,1573.8,0,4721.4
TRX-11363,2025-09-13 02:42:49.553295,Seoul,Tablets,Online,6,826.99,5,4713.84
TRX-14143,2025-09-13 02:42:49.553295,Daejeon,Wearables,Authorized Reseller,5,1278.2,0,6391.0
TRX-10034,2025-09-13 02:42:49.553295,Incheon,Smartphones,Online,3,1330.68,0,3992.04
TRX-12585,2025-09-13 02:42:49.553295,Incheon,Smartphones,Online,9,624.6,15,4778.19
TRX-13042,2025-09-13 02:42:49.553295,Daejeon,Tablets,Authorized Reseller,5,1987.72,0,9938.6
TRX-12358,2025-09-13 02:42:49.553295,Busan,Tablets,Online,4,1177.28,10,4238.21
TRX-13241,2025-09-13 02:42:49.553295,Seoul,Accessories,Authorized Reseller,8,499.71,0,3997.68
TRX-12444,2025-09-13 02:42:49.553295,Busan,Accessories,Authorized Reseller,4,82.72,0,330.88
TRX-10173,2025-09-13 02:42:49.553295,Seoul,Tablets,Authorized Reseller,2,1383.53,0,2767.06
TRX-13075,2025-09-14 02:42:49.553295,Seoul,Wearables,Online,6,568.65,0,3411.9
TRX-10346,2025-09-14 02:42:49.553295,Busan,Laptops,Authorized Reseller,7,1280.08,0,8960.56
TRX-14180,2025-09-14 02:42:49.553295,Seoul,Accessories,Retail Store,4,1834.58,0,7338.32
TRX-13081,2025-09-14 02:42:49.553295,Incheon,Smartphones,Retail Store,3,800.81,15,2042.07
TRX-10651,2025-09-14 02:42:49.553295,Busan,Wearables,Retail Store,3,1679.02,10,4533.35
TRX-12658,2025-09-14 02:42:49.553295,Incheon,Wearables,Online,3,655.07,0,1965.21
TRX-14870,2025-09-14 02:42:49.553295,Busan,Tablets,Authorized Reseller,3,174.82,10,472.01
TRX-13593,2025-09-14 02:42:49.553295,Seoul,Accessories,Authorized Reseller,3,1685.88,15,4298.99
TRX-10068,2025-09-14 02:42:49.553295,Seoul,Laptops,Retail Store,1,466.89,0,466.89
TRX-13662,2025-09-14 02:42:49.553295,Seoul,Wearables,Authorized Reseller,5,504.8,0,2524.0
TRX-12464,2025-09-14 02:42:49.553295,Busan,Accessories,Online,3,1010.93,0,3032.79
TRX-12494,2025-09-14 02:42:49.553295,Incheon,Wearables,Retail Store,3,1701.18,5,4848.36
TRX-11647,2025-09-14 02:42:49.553295,Daegu,Accessories,Retail Store,1,1416.56,20,1133.25
TRX-10787,2025-09-15 02:42:49.553295,Daejeon,Accessories,Retail Store,9,1188.69,15,9093.48
TRX-11698,2025-09-15 02:42:49.553295,Incheon,Tablets,Retail Store,8,171.53,0,1372.24
TRX-13268,2025-09-15 02:42:49.553295,Seoul,Laptops,Retail Store,1,295.14,0,295.14
TRX-12809,2025-09-15 02:42:49.553295,Daegu,Tablets,Authorized Reseller,4,1631.67,5,6200.35
TRX-12927,2025-09-15 02:42:49.553295,Incheon,Accessories,Authorized Reseller,6,1599.08,5,9114.76
TRX-12080,2025-09-15 02:42:49.553295,Busan,Laptops,Online,3,226.23,10,610.82
TRX-12515,2025-09-15 02:42:49.553295,Daejeon,Smartphones,Authorized Reseller,2,520.22,10,936.4
